mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10.708556938171387,0.11447096511229674,4.53241229057312,0.10151060170560798,10000,0.5,scale,rbf,"{'C': 10000, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.5655465575136203,0.5442976732651043,0.561340309359369,0.5632722293946499,0.5423889712250036,0.5553691481515493,0.009927292378424253,18
11.254691314697265,0.3553787965292604,4.6075207710266115,0.101614734563685,10000,1,scale,rbf,"{'C': 10000, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.5652769634544716,0.5441679572779545,0.5613556480907922,0.5632442974246356,0.5423004631252472,0.5552690658746202,0.00992197646303788,19
2.161913442611694,0.14888740796487174,0.5107725143432618,0.011229982355645094,1000000,100,scale,rbf,"{'C': 1000000, 'epsilon': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.5357382817171039,0.5365265586865646,0.5291285126499534,0.5278476685599314,0.5271682343670789,0.5312818511961265,0.0040179360457319145,20
9.03066439628601,0.3989060914039221,3.65573410987854,0.03163837552630167,1000,10,scale,rbf,"{'C': 1000, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.5401661056026787,0.5184159704476252,0.5377745863994172,0.5383552132252423,0.5182938986892485,0.5306011548728424,0.01003014553741114,21
1.2713446617126465,0.036455369597221426,0.4879913806915283,0.00813792315184809,100000,100,scale,rbf,"{'C': 100000, 'epsilon': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.5314715338931424,0.5342032477679453,0.5299615097808187,0.525197782355028,0.5247240043866712,0.5291116156367212,0.003654735980377486,22
9.544811868667603,0.1210541071216986,4.07720627784729,0.059591779966867056,1000,5,scale,rbf,"{'C': 1000, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.5365061947617442,0.5137128568586364,0.5337704791567517,0.5338886111942741,0.5141098022379604,0.5263975888418734,0.010242567707684417,23
10.718930673599242,0.22610039337493426,4.4995380401611325,0.0413034195734721,1000,1,scale,rbf,"{'C': 1000, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.5357785232388781,0.5138092085496911,0.5338107637153788,0.5329541938956197,0.5135822423151437,0.5259869863429423,0.010077734017297864,24
10.408948421478271,0.06097335361870834,4.4752226829528805,0.03305959594816961,1000,0.5,scale,rbf,"{'C': 1000, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.5356818003584327,0.5134382013989283,0.5338145578064302,0.5327248329435925,0.5132664623894807,0.5257851709793729,0.010195478965126582,25
10.167158222198486,0.056406362570056566,4.473296070098877,0.043263331339145665,1000,0.1,scale,rbf,"{'C': 1000, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.5354877004213561,0.513420926949669,0.5339983886777424,0.5327991026789769,0.5129655706682766,0.5257343378792042,0.01027613763008295,26
1.4362422466278075,0.054323360647014075,0.6052232265472413,0.028605747968790552,10000,100,scale,rbf,"{'C': 10000, 'epsilon': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.5050219300668899,0.515951649539454,0.5076804907828859,0.5040423792129041,0.5003316686829236,0.5066056236570115,0.0052334378303003515,27
72.86063661575318,3.851540319798116,5.041310977935791,0.0719648755293306,100,10,auto,rbf,"{'C': 100, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.4963108809228709,0.4656823184467148,0.48445014482820026,0.4856969790101039,0.482408995857213,0.4829098638130206,0.009866781890396836,28
79.72838706970215,3.1586415553894622,5.394178152084351,0.04166447364275704,100,5,auto,rbf,"{'C': 100, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.49288544475662344,0.46296565164482795,0.48296935204972136,0.4842438764761158,0.47992866595559946,0.4805985981765776,0.009810654812620214,29
90.65914177894592,4.192566619670912,5.768631315231323,0.05439067110282557,100,1,auto,rbf,"{'C': 100, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.48987363487000546,0.46046332336018614,0.4804235707822815,0.4829029141507505,0.47718227295317484,0.47816914322327964,0.009787299172653943,30
96.42955250740052,4.046505537777883,5.846495151519775,0.16028928924148958,100,0.5,auto,rbf,"{'C': 100, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.4894795796279363,0.46015746401389346,0.48005180935150094,0.4826937140008044,0.4768018561703863,0.4778368846329043,0.009774254213058088,31
92.35588216781616,1.175981826554775,6.1391918659210205,0.0709433642591614,100,0.1,auto,rbf,"{'C': 100, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.4891577202913905,0.45992598710356014,0.47974494990886696,0.4824987345643753,0.4764890050284928,0.4775632793793371,0.009754769176644832,32
4.6732017993927,0.059460426252189384,1.7820034980773927,0.020520541891300238,100,50,scale,rbf,"{'C': 100, 'epsilon': 50, 'gamma': 'scale', 'kernel': 'rbf'}",0.4715104104478034,0.46120049856646206,0.47490696181711245,0.46638098083668167,0.448872295718172,0.46457422947724625,0.009122204761692142,33
8.962812614440917,0.12056632872984922,3.6229509353637694,0.02009750529640277,100,10,scale,rbf,"{'C': 100, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.47465711724457005,0.4502519890724015,0.4722352367967706,0.46707479107137906,0.4467600822979251,0.46219584329660923,0.011496045172003845,34
10.15260181427002,0.5354246906576785,4.110469007492066,0.04467543846148156,100,5,scale,rbf,"{'C': 100, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.47244429332267546,0.4471834004964057,0.46883400541512277,0.4642725409377867,0.4439996276680864,0.45934677356801534,0.011569773617305129,35
10.852958488464356,0.4650406694497793,4.475771474838257,0.07588886521277445,100,0.5,scale,rbf,"{'C': 100, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.4717756602285119,0.44665950445157243,0.46847263596819455,0.4636681086973792,0.4426737300252307,0.4586499278741777,0.01177252508576038,36
11.020055389404297,0.16914028075913978,4.539408588409424,0.048789764321761776,100,0.1,scale,rbf,"{'C': 100, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4714710036933244,0.4469582088823735,0.4683720870272019,0.4635696408269151,0.44247402658021084,0.4585689934020051,0.011674136053737917,37
10.359708499908447,0.16135728906013266,4.486490964889526,0.09508873958034804,100,1,scale,rbf,"{'C': 100, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4715718815253146,0.4466893252372368,0.46833771723279904,0.4633688833155296,0.4426624905737996,0.45852605957693593,0.011676267720240255,38
33.47982273101807,0.2038192209552023,3.003389358520508,0.0825702254734016,100,50,auto,rbf,"{'C': 100, 'epsilon': 50, 'gamma': 'auto', 'kernel': 'rbf'}",0.4625688292963136,0.4447498454043437,0.44581039023449287,0.4465770699355568,0.44494906193184325,0.44893103936051004,0.0068499264885971585,39
1.5005125999450684,0.024498141871350153,0.6160034656524658,0.009531690235718529,1000,100,scale,rbf,"{'C': 1000, 'epsilon': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.4394364573608749,0.45472554939105725,0.4462407076068641,0.43845768758107795,0.4340155355230819,0.4425751874925912,0.0072268998356420314,40
223.08613128662108,8.205386815606946,5.429004383087158,0.13951002343195276,1000,10,auto,rbf,"{'C': 1000, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.40999607706673014,0.4005097775490868,0.40316629323031916,0.4119123367513836,0.4255011882822768,0.4102171345759594,0.008723210632148084,41
61.730867862701416,3.054111572359729,3.1768651008605957,0.10396478407252505,1000,50,auto,rbf,"{'C': 1000, 'epsilon': 50, 'gamma': 'auto', 'kernel': 'rbf'}",0.4148539792820204,0.4093559234872237,0.39953868016855165,0.40741970502251523,0.4158285914110289,0.40939937587426806,0.005869272788786426,42
253.58559980392457,6.783848675113244,5.668371248245239,0.08598051332798543,1000,5,auto,rbf,"{'C': 1000, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.40090069302296305,0.391070774786479,0.3959362460634446,0.40071928808353663,0.4174068065313392,0.4012067616975525,0.008868926957478629,43
72.15798702239991,10.694869537088934,3.0870742797851562,0.11119109205325398,10000,50,auto,rbf,"{'C': 10000, 'epsilon': 50, 'gamma': 'auto', 'kernel': 'rbf'}",0.4013172865040464,0.3940933543937287,0.38605681025869965,0.3933368089708945,0.40374891559190407,0.3957106351438547,0.006284830541448674,44
64.96761469841003,3.549659206510553,3.144448232650757,0.02968661706894417,1000000,50,auto,rbf,"{'C': 1000000, 'epsilon': 50, 'gamma': 'auto', 'kernel': 'rbf'}",0.4013172865040464,0.3940933543937287,0.38605681025869965,0.3933368089708945,0.40374891559190407,0.3957106351438547,0.006284830541448674,44
83.36952595710754,15.22284258494349,6.2798614501953125,3.789242515490835,100000,50,auto,rbf,"{'C': 100000, 'epsilon': 50, 'gamma': 'auto', 'kernel': 'rbf'}",0.4013172865040464,0.3940933543937287,0.38605681025869965,0.3933368089708945,0.40374891559190407,0.3957106351438547,0.006284830541448674,44
268.21050810813904,6.888968124860149,5.895227861404419,0.1375623555613402,1000,1,auto,rbf,"{'C': 1000, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.39187040536982554,0.3827644728057913,0.387944202897039,0.3899253981376555,0.4089534242052921,0.3922915806831207,0.008866326366218515,47
268.5847056388855,7.272392843388478,5.997488594055175,0.10476965101486063,1000,0.5,auto,rbf,"{'C': 1000, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.39054089063053976,0.3815913556397056,0.38671857179979197,0.38852768829445117,0.40777755843054064,0.3910312129590058,0.008884344864543613,48
273.1079264163971,9.23317840179842,6.0971321105957035,0.047534266689786324,1000,0.1,auto,rbf,"{'C': 1000, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.38945305931434504,0.38061258712835844,0.38571186989479633,0.3873747765233928,0.406837492203853,0.38999795701294915,0.008912952883117924,49
2.072054386138916,0.08786588642139238,0.778461503982544,0.02345853816584551,100,100,scale,rbf,"{'C': 100, 'epsilon': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.33859443995269667,0.36255377286823154,0.34943137453194695,0.3307140821709127,0.3315047156610236,0.3425596770369623,0.012043566651628326,50
313.50457239151,12.618515142831892,5.322638463973999,0.05414733701178588,10000,10,auto,rbf,"{'C': 10000, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.3369301987033346,0.3327764636895023,0.33470376398014523,0.34067642204068727,0.3627042654275292,0.34155822276823977,0.01089453254813272,51
267.4584957122803,6.752168523476191,3.1554808616638184,0.32239273248003664,1000000,10,auto,rbf,"{'C': 1000000, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.3369301987033346,0.3325924022197876,0.3336588088108916,0.3387342684910263,0.36162126981814713,0.3407073896086375,0.010687247307713338,52
322.5323534488678,12.6471913419031,5.1662122249603275,0.0981944913004107,100000,10,auto,rbf,"{'C': 100000, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.3369301987033346,0.3325924022197876,0.3336588088108916,0.3387342684910263,0.36162126981814713,0.3407073896086375,0.010687247307713338,52
347.61349549293516,6.348428000804979,5.695592212677002,0.049658352548247825,10000,5,auto,rbf,"{'C': 10000, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.3107483465096501,0.30914781792715496,0.3130682280907914,0.3182761304505133,0.34136112279948394,0.31852032915551876,0.011829916096804888,54
316.05079064369204,3.4413745814863574,4.008389472961426,0.3699250752949047,1000000,5,auto,rbf,"{'C': 1000000, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.3105543281610481,0.3085218108707485,0.31143113681313506,0.315155310064931,0.33950216164956737,0.31703294951188604,0.011438385769582815,55
360.5357625961304,8.862629898944231,5.584124231338501,0.0453729832635134,100000,5,auto,rbf,"{'C': 100000, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.3105543281610481,0.3085218108707485,0.31143113681313506,0.315155310064931,0.33950216164956737,0.31703294951188604,0.011438385769582815,55
345.0313022136688,14.566028903184778,5.6535907745361325,0.1965460966648441,10000,1,auto,rbf,"{'C': 10000, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.287089079052568,0.2877260943279102,0.29219288136621124,0.29762548761283847,0.3209566868166921,0.297118045835244,0.012502675504796374,57
345.89607920646665,9.243097964890634,5.769946479797364,0.355094487419068,1000000,1,auto,rbf,"{'C': 1000000, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.28594588914281593,0.28624261147482166,0.29000051244047653,0.29390049628822257,0.31828777868475466,0.2948754576062183,0.012059151242902754,58
338.305350446701,23.732665925348684,5.521950340270996,0.12919396592309415,100000,1,auto,rbf,"{'C': 100000, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.28594588914281593,0.28624261147482166,0.29000051244047653,0.29390049628822257,0.31828777868475466,0.2948754576062183,0.012059151242902754,58
343.680056810379,8.91246544129045,5.862636375427246,0.33023012324678486,10000,0.5,auto,rbf,"{'C': 10000, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.2839097210422946,0.28483113433031915,0.2893814775167981,0.2948172418473861,0.3182149275439352,0.29423090045614664,0.012601401526280425,60
340.0955307006836,7.869480273512485,6.246123933792115,0.2163574668592839,10000,0.1,auto,rbf,"{'C': 10000, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.28134482383830894,0.28247514358267933,0.2870951255069817,0.29253771541584483,0.31596577334189535,0.29188371633714205,0.01267196340660599,61
343.8073013305664,7.705265192498598,5.9080311298370365,0.07302701536923477,1000000,0.5,auto,rbf,"{'C': 1000000, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.28260988801145726,0.2832201558028422,0.28708879462390036,0.29101259296277604,0.3154235005117114,0.29187098638253745,0.01215674242420082,62
332.2528789997101,8.020676264075687,5.641923999786377,0.3489717268883941,100000,0.5,auto,rbf,"{'C': 100000, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.28260988801145726,0.2832201558028422,0.28708879462390036,0.29101259296277604,0.3154235005117114,0.29187098638253745,0.01215674242420082,62
339.9949423789978,10.907776400262478,5.914761400222778,0.05302938146372199,1000000,0.1,auto,rbf,"{'C': 1000000, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.27991558218470214,0.28075444025827045,0.2847168014629604,0.2886561694163913,0.3130570991955345,0.2894200185035718,0.012221635370623095,64
335.5714023590088,11.838752212296928,5.731148147583008,0.2667914547376804,100000,0.1,auto,rbf,"{'C': 100000, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.27991558218470214,0.28075444025827045,0.2847168014629604,0.2886561694163913,0.3130570991955345,0.2894200185035718,0.012221635370623095,64
6.849324893951416,0.04845416084866342,2.2621812343597414,0.024008130590859423,10,50,scale,rbf,"{'C': 10, 'epsilon': 50, 'gamma': 'scale', 'kernel': 'rbf'}",0.28977378236884366,0.2849497495291474,0.29283816269184404,0.2770149752509379,0.2659796733617442,0.28211126864050345,0.009675101228732465,66
13.612308835983276,0.21657423967007403,5.167181062698364,0.024554129627274716,10,10,auto,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.2887061905784092,0.26145884551861087,0.28247103782187755,0.2833511714729514,0.260220849240566,0.275241618926483,0.011957528127577078,67
13.28223967552185,0.3375390826921439,5.6857329368591305,0.07889551853364825,10,5,auto,rbf,"{'C': 10, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.2883592593463027,0.2609980724811639,0.2833057043498548,0.2833371031279657,0.25962226339490924,0.27512448054003924,0.012242655789569134,68
13.301231384277344,0.08125561809012895,5.586201620101929,0.20074588909445945,10,1,auto,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.2884065758148101,0.2609866747018663,0.2836996111789597,0.28274960929283444,0.25889578070654795,0.2749476503390037,0.01241919012224865,69
13.490342807769775,0.07306071649068344,5.484424877166748,0.05059206177684469,10,0.5,auto,rbf,"{'C': 10, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.2884473520253066,0.2608885298159541,0.28366321507477543,0.28251186320144417,0.2587378673365899,0.274849765490814,0.01245623023358479,70
15.818790626525878,0.1387327525511741,5.495153522491455,0.008979243792261258,10,0.1,auto,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.28849952608174734,0.26077340790359294,0.28362750396999914,0.28234974920837874,0.2586522273122449,0.27478048289519263,0.012490752566132593,71
7.457579708099365,0.06430632258006468,2.997336483001709,0.027718335687526175,10,50,auto,rbf,"{'C': 10, 'epsilon': 50, 'gamma': 'auto', 'kernel': 'rbf'}",0.27206719123733647,0.25653048444556337,0.26963444409166637,0.26875425494056693,0.2515965121051076,0.26371657736404813,0.008107626130324973,72
10.016664600372314,0.3473423299636334,4.123381614685059,0.029696984816584837,10,10,scale,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.2725672116945904,0.25775338508923584,0.27200124411474746,0.2581737338253851,0.24096799759307386,0.2602927144634065,0.011594273617678915,73
9.237804222106934,0.05779885097436294,4.102801322937012,0.025315255254720063,10,1,scale,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.2726315247212183,0.2563697167030097,0.2716911889629048,0.25851769093184707,0.2405032949699779,0.2599426832577916,0.011761977674881323,74
10.732701206207276,0.9162951757678808,4.171912956237793,0.046529824058712685,10,0.5,scale,rbf,"{'C': 10, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.2725253658961918,0.25644374907628464,0.27172651848033336,0.25806786411793414,0.24009361764732084,0.25977142304361295,0.011889313835948462,75
11.365274667739868,0.12896373897730337,4.505316638946534,0.05377933931968911,10,0.1,scale,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.2723544590374254,0.25646583138652823,0.27181737062189126,0.25805146581309335,0.24000033599662063,0.25973789257111174,0.011901370496839682,76
9.055721664428711,0.04025402545009356,4.089424467086792,0.11211975585094648,10,5,scale,rbf,"{'C': 10, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.2728311028388847,0.2561297826342064,0.27170839275835523,0.25793255003017757,0.23975874305424894,0.25967211426317455,0.012084266881726808,77
2.7321784019470217,0.042641512894786855,0.9737494945526123,0.02626443930306002,10,100,scale,rbf,"{'C': 10, 'epsilon': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.24873781848926102,0.2678561731745407,0.2596621103440967,0.2383136385216411,0.24044043523047554,0.251002035152003,0.011284753872930446,78
6.765209817886353,0.2506703464766967,1.6325798511505127,0.01979879867451373,100,100,auto,rbf,"{'C': 100, 'epsilon': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.2309201880453392,0.24671123367346992,0.22199414260630446,0.21740462394723448,0.2300157793752251,0.2294091935295146,0.010011037059243309,79
13.406210947036744,1.7167268881172706,1.6860110759735107,0.04118066637981734,1000,100,auto,rbf,"{'C': 1000, 'epsilon': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.2101251683078269,0.23120964463595628,0.2029571278266714,0.19838204091875133,0.21672102267122606,0.2118790008720864,0.011506195189660874,80
15.713240766525269,5.264724930348772,2.603293609619141,1.7106269706058292,10000,100,auto,rbf,"{'C': 10000, 'epsilon': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.2100678122273265,0.23120964463595628,0.2031858086359738,0.19860775634769567,0.21609977276909942,0.2118341589232103,0.011370633900688631,81
13.396077013015747,0.35722495779695235,1.7548305988311768,0.08078660816579905,100000,100,auto,rbf,"{'C': 100000, 'epsilon': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.2100678122273265,0.23120964463595628,0.2031858086359738,0.19860775634769567,0.21609977276909942,0.2118341589232103,0.011370633900688631,81
12.891151475906373,0.4752068764101198,1.713242483139038,0.0727810053804532,1000000,100,auto,rbf,"{'C': 1000000, 'epsilon': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.2100678122273265,0.23120964463595628,0.2031858086359738,0.19860775634769567,0.21609977276909942,0.2118341589232103,0.011370633900688631,81
3.74473237991333,0.031397512025787055,1.5279253005981446,0.02594197961148655,10,100,auto,rbf,"{'C': 10, 'epsilon': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.16571557980051488,0.16560947022678563,0.16679817304736555,0.16162996969960408,0.16087996930177506,0.16412663241520903,0.0023931083220614757,84
11.473272371292115,0.41302266748627114,4.633337831497192,0.04840770196947674,1,0.5,scale,rbf,"{'C': 1, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.16474056601273146,0.15050047587797044,0.16353338724115196,0.1601153602539146,0.14300883386567365,0.15637972465028843,0.008347212907501966,85
11.429408407211303,0.12026722576665812,4.751177644729614,0.015882516197597642,1,0.1,scale,rbf,"{'C': 1, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.16474796467699504,0.15010032080234015,0.1635003211028515,0.1602874980307335,0.14325243293876722,0.15637770751033747,0.008339756684681838,86
10.97254524230957,0.10855118605300795,4.292453670501709,0.050195591626519744,1,1,scale,rbf,"{'C': 1, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.16458891234756123,0.15018869461669404,0.16326111776744756,0.15996174123673956,0.14270225206790366,0.1561405436072692,0.008398705233184546,87
10.613164806365967,0.09851227893088264,4.656470060348511,0.061364743018847735,1,5,scale,rbf,"{'C': 1, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.16461197418148266,0.14906588751226535,0.16303628790241975,0.16022074649889828,0.1423364134962236,0.15585426191825794,0.008673632018394753,88
